sample_id,sample_type,result,detection_limit,qualifier
A4830,CRM,,0.02,<
A4831,BLK,,0.005,<
A4832,DUP,1.5,,
A4833,CRM,,0.02,<
A4834,BLK,,0.005,<
A4835,DUP,1.5,,
A4836,CRM,,0.02,<
A4837,BLK,,0.005,<
A4838,DUP,1.5,,
A4839,CRM,,0.02,<
A4840,BLK,,0.005,<
A4841,DUP,1.5,,
A4842,CRM,,0.02,<
A4843,BLK,,0.005,<
A4844,DUP,1.5,,
A4845,CRM,,0.02,<
A4846,BLK,,0.005,<
A4847,DUP,1.5,,
A4848,CRM,,0.02,<
A4849,BLK,,0.005,<
A4850,DUP,1.5,,
A4851,CRM,,0.02,<
A4852,BLK,,0.005,<
A4853,DUP,1.5,,
A4854,CRM,,0.02,<
A4855,BLK,,0.005,<
A4856,DUP,1.5,,
A4857,CRM,,0.02,<
A4858,BLK,,0.005,<
A4859,DUP,1.5,,
A4860,CRM,,0.02,<
A4861,BLK,,0.005,<
A4862,DUP,1.5,,
A4863,CRM,,0.02,<
A4864,BLK,,0.005,<
A4865,DUP,1.5,,
A4866,CRM,,0.02,<
A4867,BLK,,0.005,<
A4868,DUP,1.5,,
A4869,CRM,,0.02,<
A4870,BLK,,0.005,<
A4871,DUP,1.5,,
A4872,CRM,,0.02,<
A4873,BLK,,0.005,<
A4874,DUP,1.5,,
A4875,CRM,,0.02,<
A4876,BLK,,0.005,<
A4877,DUP,1.5,,
A4878,CRM,,0.02,<
A4879,BLK,,0.005,<
A4880,DUP,1.5,,
A4881,CRM,,0.02,<
A4882,BLK,,0.005,<
A4883,DUP,1.5,,
A4884,CRM,,0.02,<
A4885,BLK,,0.005,<
A4886,DUP,1.5,,
A4887,CRM,,0.02,<
A4888,BLK,,0.005,<
A4889,DUP,1.5,,
A4890,CRM,,0.02,<
A4891,BLK,,0.005,<
A4892,DUP,1.5,,
A4893,CRM,,0.02,<
A4894,BLK,,0.005,<
A4895,DUP,1.5,,
A4896,CRM,,0.02,<
A4897,BLK,,0.005,<
A4898,DUP,1.5,,
A4899,CRM,,0.02,<
A4900,BLK,,0.005,<
A4901,DUP,1.5,,
A4902,CRM,,0.02,<
A4903,BLK,,0.005,<
A4904,DUP,1.5,,
A4905,CRM,,0.02,<
A4906,BLK,,0.005,<
A4907,DUP,1.5,,
A4908,CRM,,0.02,<
A4909,BLK,,0.005,<
A4910,DUP,1.5,,
A4911,CRM,,0.02,<
A4912,BLK,,0.005,<
A4913,DUP,1.5,,
A4914,CRM,,0.02,<
A4915,BLK,,0.005,<
A4916,DUP,1.5,,
A4917,CRM,,0.02,<
A4918,BLK,,0.005,<
A4919,DUP,1.5,,
A4920,CRM,,0.02,<
A4921,BLK,,0.005,<
A4922,DUP,1.5,,
A4923,CRM,,0.02,<
A4924,BLK,,0.005,<
A4925,DUP,1.5,,
A4926,CRM,,0.02,<
A4927,BLK,,0.005,<
A4928,DUP,1.5,,
A4929,CRM,,0.02,<
A4930,BLK,,0.005,<
A4931,DUP,1.5,,
A4932,CRM,,0.02,<
A4933,BLK,,0.005,<
A4934,DUP,1.5,,
A4935,CRM,,0.02,<
A4936,BLK,,0.005,<
A4937,DUP,1.5,,
A4938,CRM,,0.02,<
A4939,BLK,,0.005,<
A4940,DUP,1.5,,
A4941,CRM,,0.02,<
A4942,BLK,,0.005,<
A4943,DUP,1.5,,
A4944,CRM,,0.02,<
A4945,BLK,,0.005,<
A4946,DUP,1.5,,
A4947,CRM,,0.02,<
A4948,BLK,,0.005,<
A4949,DUP,1.5,,
A4950,CRM,,0.02,<
A4951,BLK,,0.005,<
A4952,DUP,1.5,,
A4953,CRM,,0.02,<
A4954,BLK,,0.005,<
A4955,DUP,1.5,,
A4956,CRM,,0.02,<
A4957,BLK,,0.005,<
A4958,DUP,1.5,,
A4959,CRM,,0.02,<
A4960,BLK,,0.005,<
A4961,DUP,1.5,,
A4962,CRM,,0.02,<
A4963,BLK,,0.005,<
A4964,DUP,1.5,,
A4965,CRM,,0.02,<
A4966,BLK,,0.005,<
A4967,DUP,1.5,,
A4968,CRM,,0.02,<
A4969,BLK,,0.005,<
A4970,DUP,1.5,,
A4971,CRM,,0.02,<
A4972,BLK,,0.005,<
A4973,DUP,1.5,,
A4974,CRM,,0.02,<
A4975,BLK,,0.005,<
A4976,DUP,1.5,,
A4977,CRM,,0.02,<
A4978,BLK,,0.005,<
A4979,DUP,1.5,,
A4980,CRM,,0.02,<
A4981,BLK,,0.005,<
A4982,DUP,1.5,,
A4983,CRM,,0.02,<
A4984,BLK,,0.005,<
A4985,DUP,1.5,,
A4986,CRM,,0.02,<
A4987,BLK,,0.005,<
A4988,DUP,1.5,,
A4989,CRM,,0.02,<
A4990,BLK,,0.005,<
A4991,DUP,1.5,,
A4992,CRM,,0.02,<
A4993,BLK,,0.005,<
A4994,DUP,1.5,,
A4995,CRM,,0.02,<
A4996,BLK,,0.005,<
A4997,DUP,1.5,,
A4998,CRM,,0.02,<
A4999,BLK,,0.005,<
A5000,DUP,1.5,,
A5001,CRM,,0.02,<
A5002,BLK,,0.005,<
A5003,DUP,1.5,,
A5004,CRM,,0.02,<
A5005,BLK,,0.005,<
A5006,DUP,1.5,,
A5007,CRM,,0.02,<
A5008,BLK,,0.005,<
A5009,DUP,1.5,,
A5010,CRM,,0.02,<
A5011,BLK,,0.005,<
A5012,DUP,1.5,,
A5013,CRM,,0.02,<
A5014,BLK,,0.005,<
A5015,DUP,1.5,,
A5016,CRM,,0.02,<
A5017,BLK,,0.005,<
A5018,DUP,1.5,,
A5019,CRM,,0.02,<
A5020,BLK,,0.005,<
A5021,DUP,1.5,,
A5022,CRM,,0.02,<
A5023,BLK,,0.005,<
A5024,DUP,1.5,,
A5025,CRM,,0.02,<
A5026,BLK,,0.005,<
A5027,DUP,1.5,,
A5028,CRM,,0.02,<
A5029,BLK,,0.005,<
A5030,DUP,1.5,,
A5031,CRM,,0.02,<
A5032,BLK,,0.005,<
A5033,DUP,1.5,,
A5034,CRM,,0.02,<
A5035,BLK,,0.005,<
A5036,DUP,1.5,,
A5037,CRM,,0.02,<
A5038,BLK,,0.005,<
A5039,DUP,1.5,,
A5040,CRM,,0.02,<
A5041,BLK,,0.005,<
A5042,DUP,1.5,,
A5043,CRM,,0.02,<
A5044,BLK,,0.005,<
A5045,DUP,1.5,,
A5046,CRM,,0.02,<
A5047,BLK,,0.005,<
A5048,DUP,1.5,,
A5049,CRM,,0.02,<
A5050,BLK,,0.005,<
A5051,DUP,1.5,,
A5052,CRM,,0.02,<
A5053,BLK,,0.005,<
A5054,DUP,1.5,,
A5055,CRM,,0.02,<
A5056,BLK,,0.005,<
A5057,DUP,1.5,,
A5058,CRM,,0.02,<
A5059,BLK,,0.005,<
A5060,DUP,1.5,,
A5061,CRM,,0.02,<
A5062,BLK,,0.005,<
A5063,DUP,1.5,,
A5064,CRM,,0.02,<
A5065,BLK,,0.005,<
A5066,DUP,1.5,,
A5067,CRM,,0.02,<
A5068,BLK,,0.005,<
A5069,DUP,1.5,,
A5070,CRM,,0.02,<
A5071,BLK,,0.005,<
A5072,DUP,1.5,,
A5073,CRM,,0.02,<
A5074,BLK,,0.005,<
A5075,DUP,1.5,,
A5076,CRM,,0.02,<
A5077,BLK,,0.005,<
A5078,DUP,1.5,,
A5079,CRM,,0.02,<
A5080,BLK,,0.005,<
A5081,DUP,1.5,,
A5082,CRM,,0.02,<
A5083,BLK,,0.005,<
A5084,DUP,1.5,,
A5085,CRM,,0.02,<
A5086,BLK,,0.005,<
A5087,DUP,1.5,,
A5088,CRM,,0.02,<
A5089,BLK,,0.005,<
A5090,DUP,1.5,,
A5091,CRM,,0.02,<
A5092,BLK,,0.005,<
A5093,DUP,1.5,,
A5094,CRM,,0.02,<
A5095,BLK,,0.005,<
A5096,DUP,1.5,,
A5097,CRM,,0.02,<
A5098,BLK,,0.005,<
A5099,DUP,1.5,,
A5100,CRM,,0.02,<
A5101,BLK,,0.005,<
A5102,DUP,1.5,,
A5103,CRM,,0.02,<
A5104,BLK,,0.005,<
A5105,DUP,1.5,,
A5106,CRM,,0.02,<
A5107,BLK,,0.005,<
A5108,DUP,1.5,,
A5109,CRM,,0.02,<
A5110,BLK,,0.005,<
A5111,DUP,1.5,,
A5112,CRM,,0.02,<
A5113,BLK,,0.005,<
A5114,DUP,1.5,,
A5115,CRM,,0.02,<
A5116,BLK,,0.005,<
A5117,DUP,1.5,,
A5118,CRM,,0.02,<
A5119,BLK,,0.005,<
A5120,DUP,1.5,,
A5121,CRM,,0.02,<
A5122,BLK,,0.005,<
A5123,DUP,1.5,,
A5124,CRM,,0.02,<
A5125,BLK,,0.005,<
A5126,DUP,1.5,,
A5127,CRM,,0.02,<
A5128,BLK,,0.005,<
A5129,DUP,1.5,,
A5130,CRM,,0.02,<
A5131,BLK,,0.005,<
A5132,DUP,1.5,,
A5133,CRM,,0.02,<
A5134,BLK,,0.005,<
A5135,DUP,1.5,,
A5136,CRM,,0.02,<
A5137,BLK,,0.005,<
A5138,DUP,1.5,,
A5139,CRM,,0.02,<
A5140,BLK,,0.005,<
A5141,DUP,1.5,,
A5142,CRM,,0.02,<
A5143,BLK,,0.005,<
A5144,DUP,1.5,,
A5145,CRM,,0.02,<
A5146,BLK,,0.005,<
A5147,DUP,1.5,,
A5148,CRM,,0.02,<
A5149,BLK,,0.005,<
A5150,DUP,1.5,,
A5151,CRM,,0.02,<
A5152,BLK,,0.005,<
A5153,DUP,1.5,,
A5154,CRM,,0.02,<
A5155,BLK,,0.005,<
A5156,DUP,1.5,,
A5157,CRM,,0.02,<
A5158,BLK,,0.005,<
A5159,DUP,1.5,,
A5160,CRM,,0.02,<
A5161,BLK,,0.005,<
A5162,DUP,1.5,,
A5163,CRM,,0.02,<
A5164,BLK,,0.005,<
A5165,DUP,1.5,,
A5166,CRM,,0.02,<
A5167,BLK,,0.005,<
A5168,DUP,1.5,,
A5169,CRM,,0.02,<
A5170,BLK,,0.005,<
A5171,DUP,1.5,,
A5172,CRM,,0.02,<
A5173,BLK,,0.005,<
A5174,DUP,1.5,,
A5175,CRM,,0.02,<
A5176,BLK,,0.005,<
A5177,DUP,1.5,,
A5178,CRM,,0.02,<
A5179,BLK,,0.005,<
A5180,DUP,1.5,,
A5181,CRM,,0.02,<
A5182,BLK,,0.005,<
A5183,DUP,1.5,,
A5184,CRM,,0.02,<
A5185,BLK,,0.005,<
A5186,DUP,1.5,,
A5187,CRM,,0.02,<
A5188,BLK,,0.005,<
A5189,DUP,1.5,,
A5190,CRM,,0.02,<
A5191,BLK,,0.005,<
A5192,DUP,1.5,,
A5193,CRM,,0.02,<
A5194,BLK,,0.005,<
A5195,DUP,1.5,,
A5196,CRM,,0.02,<
A5197,BLK,,0.005,<
A5198,DUP,1.5,,
A5199,CRM,,0.02,<
A5200,BLK,,0.005,<
A5201,DUP,1.5,,
A5202,CRM,,0.02,<
A5203,BLK,,0.005,<
A5204,DUP,1.5,,
A5205,CRM,,0.02,<
A5206,BLK,,0.005,<
A5207,DUP,1.5,,
A5208,CRM,,0.02,<
A5209,BLK,,0.005,<
A5210,DUP,1.5,,
A5211,CRM,,0.02,<
A5212,BLK,,0.005,<
A5213,DUP,1.5,,
A5214,CRM,,0.02,<
A5215,BLK,,0.005,<
A5216,DUP,1.5,,
A5217,CRM,,0.02,<
A5218,BLK,,0.005,<
A5219,DUP,1.5,,
A5220,CRM,,0.02,<
A5221,BLK,,0.005,<
A5222,DUP,1.5,,
A5223,CRM,,0.02,<
A5224,BLK,,0.005,<
A5225,DUP,1.5,,
A5226,CRM,,0.02,<
A5227,BLK,,0.005,<
A5228,DUP,1.5,,
A5229,CRM,,0.02,<
A5230,BLK,,0.005,<
A5231,DUP,1.5,,
A5232,CRM,,0.02,<
A5233,BLK,,0.005,<
A5234,DUP,1.5,,
A5235,CRM,,0.02,<
A5236,BLK,,0.005,<
A5237,DUP,1.5,,
A5238,CRM,,0.02,<
A5239,BLK,,0.005,<
A5240,DUP,1.5,,
A5241,CRM,,0.02,<
A5242,BLK,,0.005,<
A5243,DUP,1.5,,
A5244,CRM,,0.02,<
A5245,BLK,,0.005,<
A5246,DUP,1.5,,
A5247,CRM,,0.02,<
A5248,BLK,,0.005,<
A5249,DUP,1.5,,
A5250,CRM,,0.02,<
A5251,BLK,,0.005,<
A5252,DUP,1.5,,
A5253,CRM,,0.02,<
A5254,BLK,,0.005,<
A5255,DUP,1.5,,
A5256,CRM,,0.02,<
A5257,BLK,,0.005,<
A5258,DUP,1.5,,
A5259,CRM,,0.02,<
A5260,BLK,,0.005,<
A5261,DUP,1.5,,
A5262,CRM,,0.02,<
A5263,BLK,,0.005,<
A5264,DUP,1.5,,
A5265,CRM,,0.02,<
A5266,BLK,,0.005,<
A5267,DUP,1.5,,
A5268,CRM,,0.02,<
A5269,BLK,,0.005,<
A5270,DUP,1.5,,
A5271,CRM,,0.02,<
A5272,BLK,,0.005,<
A5273,DUP,1.5,,
A5274,CRM,,0.02,<
A5275,BLK,,0.005,<
A5276,DUP,1.5,,
A5277,CRM,,0.02,<
A5278,BLK,,0.005,<
A5279,DUP,1.5,,
A5280,CRM,,0.02,<
A5281,BLK,,0.005,<
A5282,DUP,1.5,,
A5283,CRM,,0.02,<
A5284,BLK,,0.005,<
A5285,DUP,1.5,,
A5286,CRM,,0.02,<
A5287,BLK,,0.005,<
A5288,DUP,1.5,,
A5289,CRM,,0.02,<
A5290,BLK,,0.005,<
A5291,DUP,1.5,,
A5292,CRM,,0.02,<
A5293,BLK,,0.005,<
A5294,DUP,1.5,,
A5295,CRM,,0.02,<
A5296,BLK,,0.005,<
A5297,DUP,1.5,,
A5298,CRM,,0.02,<
A5299,BLK,,0.005,<
A5300,DUP,1.5,,
A5301,CRM,,0.02,<
A5302,BLK,,0.005,<
A5303,DUP,1.5,,
A5304,CRM,,0.02,<
A5305,BLK,,0.005,<
A5306,DUP,1.5,,
A5307,CRM,,0.02,<
A5308,BLK,,0.005,<
A5309,DUP,1.5,,
A5310,CRM,,0.02,<
A5311,BLK,,0.005,<
A5312,DUP,1.5,,
A5313,CRM,,0.02,<
A5314,BLK,,0.005,<
A5315,DUP,1.5,,
A5316,CRM,,0.02,<
A5317,BLK,,0.005,<
A5318,DUP,1.5,,
A5319,CRM,,0.02,<
A5320,BLK,,0.005,<
A5321,DUP,1.5,,
A5322,CRM,,0.02,<
A5323,BLK,,0.005,<
A5324,DUP,1.5,,
A5325,CRM,,0.02,<
A5326,BLK,,0.005,<
A5327,DUP,1.5,,
A5328,CRM,,0.02,<
A5329,BLK,,0.005,<
A5330,DUP,1.5,,
A5331,CRM,,0.02,<
A5332,BLK,,0.005,<
A5333,DUP,1.5,,
A5334,CRM,,0.02,<
A5335,BLK,,0.005,<
A5336,DUP,1.5,,
A5337,CRM,,0.02,<
A5338,BLK,,0.005,<
A5339,DUP,1.5,,
A5340,CRM,,0.02,<
A5341,BLK,,0.005,<
A5342,DUP,1.5,,
A5343,CRM,,0.02,<
A5344,BLK,,0.005,<
A5345,DUP,1.5,,
A5346,CRM,,0.02,<
A5347,BLK,,0.005,<
A5348,DUP,1.5,,
A5349,CRM,,0.02,<
A5350,BLK,,0.005,<
A5351,DUP,1.5,,
A5352,CRM,,0.02,<
A5353,BLK,,0.005,<
A5354,DUP,1.5,,
A5355,CRM,,0.02,<
A5356,BLK,,0.005,<
A5357,DUP,1.5,,
A5358,CRM,,0.02,<
A5359,BLK,,0.005,<
A5360,DUP,1.5,,
A5361,CRM,,0.02,<
A5362,BLK,,0.005,<
A5363,DUP,1.5,,
A5364,CRM,,0.02,<
A5365,BLK,,0.005,<
A5366,DUP,1.5,,
A5367,CRM,,0.02,<
A5368,BLK,,0.005,<
A5369,DUP,1.5,,
A5370,CRM,,0.02,<
A5371,BLK,,0.005,<
A5372,DUP,1.5,,
A5373,CRM,,0.02,<
A5374,BLK,,0.005,<
A5375,DUP,1.5,,
A5376,CRM,,0.02,<
A5377,BLK,,0.005,<
A5378,DUP,1.5,,
A5379,CRM,,0.02,<
A5380,BLK,,0.005,<
A5381,DUP,1.5,,
A5382,CRM,,0.02,<
A5383,BLK,,0.005,<
A5384,DUP,1.5,,
A5385,CRM,,0.02,<
A5386,BLK,,0.005,<
A5387,DUP,1.5,,
A5388,CRM,,0.02,<
A5389,BLK,,0.005,<
A5390,DUP,1.5,,
A5391,CRM,,0.02,<
A5392,BLK,,0.005,<
A5393,DUP,1.5,,
A5394,CRM,,0.02,<
A5395,BLK,,0.005,<
A5396,DUP,1.5,,
A5397,CRM,,0.02,<
A5398,BLK,,0.005,<
A5399,DUP,1.5,,
A5400,CRM,,0.02,<
A5401,BLK,,0.005,<
A5402,DUP,1.5,,
A5403,CRM,,0.02,<
A5404,BLK,,0.005,<
A5405,DUP,1.5,,
A5406,CRM,,0.02,<
A5407,BLK,,0.005,<
A5408,DUP,1.5,,
A5409,CRM,,0.02,<
A5410,BLK,,0.005,<
A5411,DUP,1.5,,
A5412,CRM,,0.02,<
A5413,BLK,,0.005,<
A5414,DUP,1.5,,
A5415,CRM,,0.02,<
A5416,BLK,,0.005,<
A5417,DUP,1.5,,
A5418,CRM,,0.02,<
A5419,BLK,,0.005,<
A5420,DUP,1.5,,
A5421,CRM,,0.02,<
A5422,BLK,,0.005,<
A5423,DUP,1.5,,
A5424,CRM,,0.02,<
A5425,BLK,,0.005,<
A5426,DUP,1.5,,
A5427,CRM,,0.02,<
A5428,BLK,,0.005,<
A5429,DUP,1.5,,
A5430,CRM,,0.02,<
A5431,BLK,,0.005,<
A5432,DUP,1.5,,
A5433,CRM,,0.02,<
A5434,BLK,,0.005,<
A5435,DUP,1.5,,
A5436,CRM,,0.02,<
A5437,BLK,,0.005,<
A5438,DUP,1.5,,
A5439,CRM,,0.02,<
A5440,BLK,,0.005,<
A5441,DUP,1.5,,
A5442,CRM,,0.02,<
A5443,BLK,,0.005,<
A5444,DUP,1.5,,
A5445,CRM,,0.02,<
A5446,BLK,,0.005,<
A5447,DUP,1.5,,
A5448,CRM,,0.02,<
A5449,BLK,,0.005,<
A5450,DUP,1.5,,
A5451,CRM,,0.02,<
A5452,BLK,,0.005,<
A5453,DUP,1.5,,
A5454,CRM,,0.02,<
A5455,BLK,,0.005,<
A5456,DUP,1.5,,
A5457,CRM,,0.02,<
A5458,BLK,,0.005,<
A5459,DUP,1.5,,
A5460,CRM,,0.02,<
A5461,BLK,,0.005,<
A5462,DUP,1.5,,
A5463,CRM,,0.02,<
A5464,BLK,,0.005,<
A5465,DUP,1.5,,
A5466,CRM,,0.02,<
A5467,BLK,,0.005,<
A5468,DUP,1.5,,
A5469,CRM,,0.02,<
A5470,BLK,,0.005,<
A5471,DUP,1.5,,
A5472,CRM,,0.02,<
A5473,BLK,,0.005,<
A5474,DUP,1.5,,
A5475,CRM,,0.02,<
A5476,BLK,,0.005,<
A5477,DUP,1.5,,
A5478,CRM,,0.02,<
A5479,BLK,,0.005,<
A5480,DUP,1.5,,
A5481,CRM,,0.02,<
A5482,BLK,,0.005,<
A5483,DUP,1.5,,
A5484,CRM,,0.02,<
A5485,BLK,,0.005,<
A5486,DUP,1.5,,
A5487,CRM,,0.02,<
A5488,BLK,,0.005,<
A5489,DUP,1.5,,
A5490,CRM,,0.02,<
A5491,BLK,,0.005,<
A5492,DUP,1.5,,
A5493,CRM,,0.02,<
A5494,BLK,,0.005,<
A5495,DUP,1.5,,
A5496,CRM,,0.02,<
A5497,BLK,,0.005,<
A5498,DUP,1.5,,
A5499,CRM,,0.02,<
A5500,BLK,,0.005,<
A5501,DUP,1.5,,
A5502,CRM,,0.02,<
A5503,BLK,,0.005,<
A5504,DUP,1.5,,
A5505,CRM,,0.02,<
A5506,BLK,,0.005,<
A5507,DUP,1.5,,
A5508,CRM,,0.02,<
A5509,BLK,,0.005,<
A5510,DUP,1.5,,
A5511,CRM,,0.02,<
A5512,BLK,,0.005,<
A5513,DUP,1.5,,
A5514,CRM,,0.02,<
A5515,BLK,,0.005,<
A5516,DUP,1.5,,
A5517,CRM,,0.02,<
A5518,BLK,,0.005,<
A5519,DUP,1.5,,
A5520,CRM,,0.02,<
A5521,BLK,,0.005,<
A5522,DUP,1.5,,
A5523,CRM,,0.02,<
A5524,BLK,,0.005,<
A5525,DUP,1.5,,
A5526,CRM,,0.02,<
A5527,BLK,,0.005,<
A5528,DUP,1.5,,
A5529,CRM,,0.02,<
A5530,BLK,,0.005,<
A5531,DUP,1.5,,
A5532,CRM,,0.02,<
A5533,BLK,,0.005,<
A5534,DUP,1.5,,
A5535,CRM,,0.02,<
A5536,BLK,,0.005,<
A5537,DUP,1.5,,
A5538,CRM,,0.02,<
A5539,BLK,,0.005,<
A5540,DUP,1.5,,
A5541,CRM,,0.02,<
A5542,BLK,,0.005,<
A5543,DUP,1.5,,
A5544,CRM,,0.02,<
A5545,BLK,,0.005,<
A5546,DUP,1.5,,
A5547,CRM,,0.02,<
A5548,BLK,,0.005,<
A5549,DUP,1.5,,
A5550,CRM,,0.02,<
A5551,BLK,,0.005,<
A5552,DUP,1.5,,
A5553,CRM,,0.02,<
A5554,BLK,,0.005,<
A5555,DUP,1.5,,
A5556,CRM,,0.02,<
A5557,BLK,,0.005,<
A5558,DUP,1.5,,
A5559,CRM,,0.02,<
A5560,BLK,,0.005,<
A5561,DUP,1.5,,
A5562,CRM,,0.02,<
A5563,BLK,,0.005,<
A5564,DUP,1.5,,
A5565,CRM,,0.02,<
A5566,BLK,,0.005,<
A5567,DUP,1.5,,
A5568,CRM,,0.02,<
A5569,BLK,,0.005,<
A5570,DUP,1.5,,
A5571,CRM,,0.02,<
A5572,BLK,,0.005,<
A5573,DUP,1.5,,
A5574,CRM,,0.02,<
A5575,BLK,,0.005,<
A5576,DUP,1.5,,
A5577,CRM,,0.02,<
A5578,BLK,,0.005,<
A5579,DUP,1.5,,
A5580,CRM,,0.02,<
A5581,BLK,,0.005,<
A5582,DUP,1.5,,
A5583,CRM,,0.02,<
A5584,BLK,,0.005,<
A5585,DUP,1.5,,
A5586,CRM,,0.02,<
A5587,BLK,,0.005,<
A5588,DUP,1.5,,
A5589,CRM,,0.02,<
A5590,BLK,,0.005,<
A5591,DUP,1.5,,
A5592,CRM,,0.02,<
A5593,BLK,,0.005,<
A5594,DUP,1.5,,
A5595,CRM,,0.02,<
A5596,BLK,,0.005,<
A5597,DUP,1.5,,
A5598,CRM,,0.02,<
A5599,BLK,,0.005,<
A5600,DUP,1.5,,
A5601,CRM,,0.02,<
A5602,BLK,,0.005,<
A5603,DUP,1.5,,
A5604,CRM,,0.02,<
A5605,BLK,,0.005,<
A5606,DUP,1.5,,
A5607,CRM,,0.02,<
A5608,BLK,,0.005,<
A5609,DUP,1.5,,
A5610,CRM,,0.02,<
A5611,BLK,,0.005,<
A5612,DUP,1.5,,
A5613,CRM,,0.02,<
A5614,BLK,,0.005,<
A5615,DUP,1.5,,
A5616,CRM,,0.02,<
A5617,BLK,,0.005,<
A5618,DUP,1.5,,
A5619,CRM,,0.02,<
A5620,BLK,,0.005,<
A5621,DUP,1.5,,
A5622,CRM,,0.02,<
A5623,BLK,,0.005,<
A5624,DUP,1.5,,
A5625,CRM,,0.02,<
A5626,BLK,,0.005,<
A5627,DUP,1.5,,
A5628,CRM,,0.02,<
A5629,BLK,,0.005,<
A5630,DUP,1.5,,
A5631,CRM,,0.02,<
A5632,BLK,,0.005,<
A5633,DUP,1.5,,
A5634,CRM,,0.02,<
A5635,BLK,,0.005,<
A5636,DUP,1.5,,
A5637,CRM,,0.02,<
A5638,BLK,,0.005,<
A5639,DUP,1.5,,
A5640,CRM,,0.02,<
A5641,BLK,,0.005,<
A5642,DUP,1.5,,
A5643,CRM,,0.02,<
A5644,BLK,,0.005,<
A5645,DUP,1.5,,
A5646,CRM,,0.02,<
A5647,BLK,,0.005,<
A5648,DUP,1.5,,
A5649,CRM,,0.02,<
A5650,BLK,,0.005,<
A5651,DUP,1.5,,
A5652,CRM,,0.02,<
A5653,BLK,,0.005,<
A5654,DUP,1.5,,
A5655,CRM,,0.02,<
A5656,BLK,,0.005,<
A5657,DUP,1.5,,
A5658,CRM,,0.02,<
A5659,BLK,,0.005,<
A5660,DUP,1.5,,
A5661,CRM,,0.02,<
A5662,BLK,,0.005,<
A5663,DUP,1.5,,
A5664,CRM,,0.02,<
A5665,BLK,,0.005,<
A5666,DUP,1.5,,
A5667,CRM,,0.02,<
A5668,BLK,,0.005,<
A5669,DUP,1.5,,
A5670,CRM,,0.02,<
A5671,BLK,,0.005,<
A5672,DUP,1.5,,
A5673,CRM,,0.02,<
A5674,BLK,,0.005,<
A5675,DUP,1.5,,
A5676,CRM,,0.02,<
A5677,BLK,,0.005,<
A5678,DUP,1.5,,
A5679,CRM,,0.02,<
A5680,BLK,,0.005,<
A5681,DUP,1.5,,
A5682,CRM,,0.02,<
A5683,BLK,,0.005,<
A5684,DUP,1.5,,
A5685,CRM,,0.02,<
A5686,BLK,,0.005,<
A5687,DUP,1.5,,
A5688,CRM,,0.02,<
A5689,BLK,,0.005,<
A5690,DUP,1.5,,
A5691,CRM,,0.02,<
A5692,BLK,,0.005,<
A5693,DUP,1.5,,
A5694,CRM,,0.02,<
A5695,BLK,,0.005,<
A5696,DUP,1.5,,
A5697,CRM,,0.02,<
A5698,BLK,,0.005,<
A5699,DUP,1.5,,
A5700,CRM,,0.02,<
A5701,BLK,,0.005,<
A5702,DUP,1.5,,
A5703,CRM,,0.02,<
A5704,BLK,,0.005,<
A5705,DUP,1.5,,
A5706,CRM,,0.02,<
A5707,BLK,,0.005,<
A5708,DUP,1.5,,
A5709,CRM,,0.02,<
A5710,BLK,,0.005,<
A5711,DUP,1.5,,
A5712,CRM,,0.02,<
A5713,BLK,,0.005,<
A5714,DUP,1.5,,
A5715,CRM,,0.02,<
A5716,BLK,,0.005,<
A5717,DUP,1.5,,
A5718,CRM,,0.02,<
A5719,BLK,,0.005,<
A5720,DUP,1.5,,
A5721,CRM,,0.02,<
A5722,BLK,,0.005,<
A5723,DUP,1.5,,
A5724,CRM,,0.02,<
A5725,BLK,,0.005,<
A5726,DUP,1.5,,
A5727,CRM,,0.02,<
A5728,BLK,,0.005,<
A5729,DUP,1.5,,
A5730,CRM,,0.02,<
A5731,BLK,,0.005,<
A5732,DUP,1.5,,
A5733,CRM,,0.02,<
A5734,BLK,,0.005,<
A5735,DUP,1.5,,
A5736,CRM,,0.02,<
A5737,BLK,,0.005,<
A5738,DUP,1.5,,
A5739,CRM,,0.02,<
A5740,BLK,,0.005,<
A5741,DUP,1.5,,
A5742,CRM,,0.02,<
A5743,BLK,,0.005,<
A5744,DUP,1.5,,
A5745,CRM,,0.02,<
A5746,BLK,,0.005,<
A5747,DUP,1.5,,
A5748,CRM,,0.02,<
A5749,BLK,,0.005,<
A5750,DUP,1.5,,
A5751,CRM,,0.02,<
A5752,BLK,,0.005,<
A5753,DUP,1.5,,
A5754,CRM,,0.02,<
A5755,BLK,,0.005,<
A5756,DUP,1.5,,
A5757,CRM,,0.02,<
A5758,BLK,,0.005,<
A5759,DUP,1.5,,
A5760,CRM,,0.02,<
A5761,BLK,,0.005,<
A5762,DUP,1.5,,
A5763,CRM,,0.02,<
A5764,BLK,,0.005,<
A5765,DUP,1.5,,
A5766,CRM,,0.02,<
A5767,BLK,,0.005,<
A5768,DUP,1.5,,
A5769,CRM,,0.02,<
A5770,BLK,,0.005,<
A5771,DUP,1.5,,
A5772,CRM,,0.02,<
A5773,BLK,,0.005,<
A5774,DUP,1.5,,
A5775,CRM,,0.02,<
A5776,BLK,,0.005,<
A5777,DUP,1.5,,
A5778,CRM,,0.02,<
A5779,BLK,,0.005,<
A5780,DUP,1.5,,
A5781,CRM,,0.02,<
