SampleID,TYPE,Value,DL
A3457,BLK,ND,0.005
A3458,DUP,1.5,
A3459,CRM,<0.02,0.01
A3460,BLK,ND,0.005
A3461,DUP,1.5,
A3462,CRM,<0.02,0.01
A3463,BLK,ND,0.005
A3464,DUP,1.5,
A3465,CRM,<0.02,0.01
A3466,BLK,ND,0.005
A3467,DUP,1.5,
A3468,CRM,<0.02,0.01
A3469,BLK,ND,0.005
A3470,DUP,1.5,
A3471,CRM,<0.02,0.01
A3472,BLK,ND,0.005
A3473,DUP,1.5,
A3474,CRM,<0.02,0.01
A3475,BLK,ND,0.005
A3476,DUP,1.5,
A3477,CRM,<0.02,0.01
A3478,BLK,ND,0.005
A3479,DUP,1.5,
A3480,CRM,<0.02,0.01
A3481,BLK,ND,0.005
A3482,DUP,1.5,
A3483,CRM,<0.02,0.01
A3484,BLK,ND,0.005
A3485,DUP,1.5,
A3486,CRM,<0.02,0.01
A3487,BLK,ND,0.005
A3488,DUP,1.5,
A3489,CRM,<0.02,0.01
A3490,BLK,ND,0.005
A3491,DUP,1.5,
A3492,CRM,<0.02,0.01
A3493,BLK,ND,0.005
A3494,DUP,1.5,
A3495,CRM,<0.02,0.01
A3496,BLK,ND,0.005
A3497,DUP,1.5,
A3498,CRM,<0.02,0.01
A3499,BLK,ND,0.005
A3500,DUP,1.5,
A3501,CRM,<0.02,0.01
A3502,BLK,ND,0.005
A3503,DUP,1.5,
A3504,CRM,<0.02,0.01
A3505,BLK,ND,0.005
A3506,DUP,1.5,
A3507,CRM,<0.02,0.01
A3508,BLK,ND,0.005
A3509,DUP,1.5,
A3510,CRM,<0.02,0.01
A3511,BLK,ND,0.005
A3512,DUP,1.5,
A3513,CRM,<0.02,0.01
A3514,BLK,ND,0.005
A3515,DUP,1.5,
A3516,CRM,<0.02,0.01
A3517,BLK,ND,0.005
A3518,DUP,1.5,
A3519,CRM,<0.02,0.01
A3520,BLK,ND,0.005
A3521,DUP,1.5,
A3522,CRM,<0.02,0.01
A3523,BLK,ND,0.005
A3524,DUP,1.5,
A3525,CRM,<0.02,0.01
A3526,BLK,ND,0.005
A3527,DUP,1.5,
A3528,CRM,<0.02,0.01
A3529,BLK,ND,0.005
A3530,DUP,1.5,
A3531,CRM,<0.02,0.01
A3532,BLK,ND,0.005
A3533,DUP,1.5,
A3534,CRM,<0.02,0.01
A3535,BLK,ND,0.005
A3536,DUP,1.5,
A3537,CRM,<0.02,0.01
A3538,BLK,ND,0.005
A3539,DUP,1.5,
A3540,CRM,<0.02,0.01
A3541,BLK,ND,0.005
A3542,DUP,1.5,
A3543,CRM,<0.02,0.01
A3544,BLK,ND,0.005
A3545,DUP,1.5,
A3546,CRM,<0.02,0.01
A3547,BLK,ND,0.005
A3548,DUP,1.5,
A3549,CRM,<0.02,0.01
A3550,BLK,ND,0.005
A3551,DUP,1.5,
A3552,CRM,<0.02,0.01
A3553,BLK,ND,0.005
A3554,DUP,1.5,
A3555,CRM,<0.02,0.01
A3556,BLK,ND,0.005
A3557,DUP,1.5,
A3558,CRM,<0.02,0.01
A3559,BLK,ND,0.005
A3560,DUP,1.5,
A3561,CRM,<0.02,0.01
A3562,BLK,ND,0.005
A3563,DUP,1.5,
A3564,CRM,<0.02,0.01
A3565,BLK,ND,0.005
A3566,DUP,1.5,
A3567,CRM,<0.02,0.01
A3568,BLK,ND,0.005
A3569,DUP,1.5,
A3570,CRM,<0.02,0.01
A3571,BLK,ND,0.005
A3572,DUP,1.5,
A3573,CRM,<0.02,0.01
A3574,BLK,ND,0.005
A3575,DUP,1.5,
A3576,CRM,<0.02,0.01
A3577,BLK,ND,0.005
A3578,DUP,1.5,
A3579,CRM,<0.02,0.01
A3580,BLK,ND,0.005
A3581,DUP,1.5,
A3582,CRM,<0.02,0.01
A3583,BLK,ND,0.005
A3584,DUP,1.5,
A3585,CRM,<0.02,0.01
A3586,BLK,ND,0.005
A3587,DUP,1.5,
A3588,CRM,<0.02,0.01
A3589,BLK,ND,0.005
A3590,DUP,1.5,
A3591,CRM,<0.02,0.01
A3592,BLK,ND,0.005
A3593,DUP,1.5,
A3594,CRM,<0.02,0.01
A3595,BLK,ND,0.005
A3596,DUP,1.5,
A3597,CRM,<0.02,0.01
A3598,BLK,ND,0.005
A3599,DUP,1.5,
A3600,CRM,<0.02,0.01
A3601,BLK,ND,0.005
A3602,DUP,1.5,
A3603,CRM,<0.02,0.01
A3604,BLK,ND,0.005
A3605,DUP,1.5,
A3606,CRM,<0.02,0.01
A3607,BLK,ND,0.005
A3608,DUP,1.5,
A3609,CRM,<0.02,0.01
A3610,BLK,ND,0.005
A3611,DUP,1.5,
A3612,CRM,<0.02,0.01
A3613,BLK,ND,0.005
A3614,DUP,1.5,
A3615,CRM,<0.02,0.01
A3616,BLK,ND,0.005
A3617,DUP,1.5,
A3618,CRM,<0.02,0.01
A3619,BLK,ND,0.005
A3620,DUP,1.5,
A3621,CRM,<0.02,0.01
A3622,BLK,ND,0.005
A3623,DUP,1.5,
A3624,CRM,<0.02,0.01
A3625,BLK,ND,0.005
A3626,DUP,1.5,
A3627,CRM,<0.02,0.01
A3628,BLK,ND,0.005
A3629,DUP,1.5,
A3630,CRM,<0.02,0.01
A3631,BLK,ND,0.005
A3632,DUP,1.5,
A3633,CRM,<0.02,0.01
A3634,BLK,ND,0.005
A3635,DUP,1.5,
A3636,CRM,<0.02,0.01
A3637,BLK,ND,0.005
A3638,DUP,1.5,
A3639,CRM,<0.02,0.01
A3640,BLK,ND,0.005
A3641,DUP,1.5,
A3642,CRM,<0.02,0.01
A3643,BLK,ND,0.005
A3644,DUP,1.5,
A3645,CRM,<0.02,0.01
A3646,BLK,ND,0.005
A3647,DUP,1.5,
A3648,CRM,<0.02,0.01
A3649,BLK,ND,0.005
A3650,DUP,1.5,
A3651,CRM,<0.02,0.01
A3652,BLK,ND,0.005
A3653,DUP,1.5,
A3654,CRM,<0.02,0.01
A3655,BLK,ND,0.005
A3656,DUP,1.5,
A3657,CRM,<0.02,0.01
A3658,BLK,ND,0.005
A3659,DUP,1.5,
A3660,CRM,<0.02,0.01
A3661,BLK,ND,0.005
A3662,DUP,1.5,
A3663,CRM,<0.02,0.01
A3664,BLK,ND,0.005
A3665,DUP,1.5,
A3666,CRM,<0.02,0.01
A3667,BLK,ND,0.005
A3668,DUP,1.5,
A3669,CRM,<0.02,0.01
A3670,BLK,ND,0.005
A3671,DUP,1.5,
A3672,CRM,<0.02,0.01
A3673,BLK,ND,0.005
A3674,DUP,1.5,
A3675,CRM,<0.02,0.01
A3676,BLK,ND,0.005
A3677,DUP,1.5,
A3678,CRM,<0.02,0.01
A3679,BLK,ND,0.005
A3680,DUP,1.5,
A3681,CRM,<0.02,0.01
A3682,BLK,ND,0.005
A3683,DUP,1.5,
A3684,CRM,<0.02,0.01
A3685,BLK,ND,0.005
A3686,DUP,1.5,
A3687,CRM,<0.02,0.01
A3688,BLK,ND,0.005
A3689,DUP,1.5,
A3690,CRM,<0.02,0.01
A3691,BLK,ND,0.005
A3692,DUP,1.5,
A3693,CRM,<0.02,0.01
A3694,BLK,ND,0.005
A3695,DUP,1.5,
A3696,CRM,<0.02,0.01
A3697,BLK,ND,0.005
A3698,DUP,1.5,
A3699,CRM,<0.02,0.01
A3700,BLK,ND,0.005
A3701,DUP,1.5,
A3702,CRM,<0.02,0.01
A3703,BLK,ND,0.005
A3704,DUP,1.5,
A3705,CRM,<0.02,0.01
A3706,BLK,ND,0.005
A3707,DUP,1.5,
A3708,CRM,<0.02,0.01
A3709,BLK,ND,0.005
A3710,DUP,1.5,
A3711,CRM,<0.02,0.01
A3712,BLK,ND,0.005
A3713,DUP,1.5,
A3714,CRM,<0.02,0.01
A3715,BLK,ND,0.005
A3716,DUP,1.5,
A3717,CRM,<0.02,0.01
A3718,BLK,ND,0.005
A3719,DUP,1.5,
A3720,CRM,<0.02,0.01
A3721,BLK,ND,0.005
A3722,DUP,1.5,
A3723,CRM,<0.02,0.01
A3724,BLK,ND,0.005
A3725,DUP,1.5,
A3726,CRM,<0.02,0.01
A3727,BLK,ND,0.005
A3728,DUP,1.5,
A3729,CRM,<0.02,0.01
A3730,BLK,ND,0.005
A3731,DUP,1.5,
A3732,CRM,<0.02,0.01
A3733,BLK,ND,0.005
A3734,DUP,1.5,
A3735,CRM,<0.02,0.01
A3736,BLK,ND,0.005
A3737,DUP,1.5,
A3738,CRM,<0.02,0.01
A3739,BLK,ND,0.005
A3740,DUP,1.5,
A3741,CRM,<0.02,0.01
A3742,BLK,ND,0.005
A3743,DUP,1.5,
A3744,CRM,<0.02,0.01
A3745,BLK,ND,0.005
A3746,DUP,1.5,
A3747,CRM,<0.02,0.01
A3748,BLK,ND,0.005
A3749,DUP,1.5,
A3750,CRM,<0.02,0.01
A3751,BLK,ND,0.005
A3752,DUP,1.5,
A3753,CRM,<0.02,0.01
A3754,BLK,ND,0.005
A3755,DUP,1.5,
A3756,CRM,<0.02,0.01
A3757,BLK,ND,0.005
A3758,DUP,1.5,
A3759,CRM,<0.02,0.01
A3760,BLK,ND,0.005
A3761,DUP,1.5,
A3762,CRM,<0.02,0.01
A3763,BLK,ND,0.005
A3764,DUP,1.5,
A3765,CRM,<0.02,0.01
A3766,BLK,ND,0.005
A3767,DUP,1.5,
A3768,CRM,<0.02,0.01
A3769,BLK,ND,0.005
A3770,DUP,1.5,
A3771,CRM,<0.02,0.01
A3772,BLK,ND,0.005
A3773,DUP,1.5,
A3774,CRM,<0.02,0.01
A3775,BLK,ND,0.005
A3776,DUP,1.5,
A3777,CRM,<0.02,0.01
A3778,BLK,ND,0.005
A3779,DUP,1.5,
A3780,CRM,<0.02,0.01
A3781,BLK,ND,0.005
A3782,DUP,1.5,
A3783,CRM,<0.02,0.01
A3784,BLK,ND,0.005
A3785,DUP,1.5,
A3786,CRM,<0.02,0.01
A3787,BLK,ND,0.005
A3788,DUP,1.5,
A3789,CRM,<0.02,0.01
A3790,BLK,ND,0.005
A3791,DUP,1.5,
A3792,CRM,<0.02,0.01
A3793,BLK,ND,0.005
A3794,DUP,1.5,
A3795,CRM,<0.02,0.01
A3796,BLK,ND,0.005
A3797,DUP,1.5,
A3798,CRM,<0.02,0.01
A3799,BLK,ND,0.005
A3800,DUP,1.5,
A3801,CRM,<0.02,0.01
A3802,BLK,ND,0.005
A3803,DUP,1.5,
A3804,CRM,<0.02,0.01
A3805,BLK,ND,0.005
A3806,DUP,1.5,
A3807,CRM,<0.02,0.01
A3808,BLK,ND,0.005
A3809,DUP,1.5,
A3810,CRM,<0.02,0.01
A3811,BLK,ND,0.005
A3812,DUP,1.5,
A3813,CRM,<0.02,0.01
A3814,BLK,ND,0.005
A3815,DUP,1.5,
A3816,CRM,<0.02,0.01
A3817,BLK,ND,0.005
A3818,DUP,1.5,
A3819,CRM,<0.02,0.01
A3820,BLK,ND,0.005
A3821,DUP,1.5,
A3822,CRM,<0.02,0.01
A3823,BLK,ND,0.005
A3824,DUP,1.5,
A3825,CRM,<0.02,0.01
A3826,BLK,ND,0.005
A3827,DUP,1.5,
A3828,CRM,<0.02,0.01
A3829,BLK,ND,0.005
A3830,DUP,1.5,
A3831,CRM,<0.02,0.01
A3832,BLK,ND,0.005
A3833,DUP,1.5,
A3834,CRM,<0.02,0.01
A3835,BLK,ND,0.005
A3836,DUP,1.5,
A3837,CRM,<0.02,0.01
A3838,BLK,ND,0.005
A3839,DUP,1.5,
A3840,CRM,<0.02,0.01
A3841,BLK,ND,0.005
A3842,DUP,1.5,
A3843,CRM,<0.02,0.01
A3844,BLK,ND,0.005
A3845,DUP,1.5,
A3846,CRM,<0.02,0.01
A3847,BLK,ND,0.005
A3848,DUP,1.5,
A3849,CRM,<0.02,0.01
A3850,BLK,ND,0.005
A3851,DUP,1.5,
A3852,CRM,<0.02,0.01
A3853,BLK,ND,0.005
A3854,DUP,1.5,
A3855,CRM,<0.02,0.01
A3856,BLK,ND,0.005
A3857,DUP,1.5,
A3858,CRM,<0.02,0.01
A3859,BLK,ND,0.005
A3860,DUP,1.5,
A3861,CRM,<0.02,0.01
A3862,BLK,ND,0.005
A3863,DUP,1.5,
A3864,CRM,<0.02,0.01
A3865,BLK,ND,0.005
A3866,DUP,1.5,
A3867,CRM,<0.02,0.01
A3868,BLK,ND,0.005
A3869,DUP,1.5,
A3870,CRM,<0.02,0.01
A3871,BLK,ND,0.005
A3872,DUP,1.5,
A3873,CRM,<0.02,0.01
A3874,BLK,ND,0.005
A3875,DUP,1.5,
A3876,CRM,<0.02,0.01
A3877,BLK,ND,0.005
A3878,DUP,1.5,
A3879,CRM,<0.02,0.01
A3880,BLK,ND,0.005
A3881,DUP,1.5,
A3882,CRM,<0.02,0.01
A3883,BLK,ND,0.005
A3884,DUP,1.5,
A3885,CRM,<0.02,0.01
A3886,BLK,ND,0.005
A3887,DUP,1.5,
A3888,CRM,<0.02,0.01
A3889,BLK,ND,0.005
A3890,DUP,1.5,
A3891,CRM,<0.02,0.01
A3892,BLK,ND,0.005
A3893,DUP,1.5,
A3894,CRM,<0.02,0.01
A3895,BLK,ND,0.005
A3896,DUP,1.5,
A3897,CRM,<0.02,0.01
A3898,BLK,ND,0.005
A3899,DUP,1.5,
A3900,CRM,<0.02,0.01
A3901,BLK,ND,0.005
A3902,DUP,1.5,
A3903,CRM,<0.02,0.01
A3904,BLK,ND,0.005
A3905,DUP,1.5,
A3906,CRM,<0.02,0.01
A3907,BLK,ND,0.005
A3908,DUP,1.5,
A3909,CRM,<0.02,0.01
A3910,BLK,ND,0.005
A3911,DUP,1.5,
A3912,CRM,<0.02,0.01
A3913,BLK,ND,0.005
A3914,DUP,1.5,
A3915,CRM,<0.02,0.01
A3916,BLK,ND,0.005
A3917,DUP,1.5,
A3918,CRM,<0.02,0.01
A3919,BLK,ND,0.005
A3920,DUP,1.5,
A3921,CRM,<0.02,0.01
A3922,BLK,ND,0.005
A3923,DUP,1.5,
A3924,CRM,<0.02,0.01
A3925,BLK,ND,0.005
A3926,DUP,1.5,
A3927,CRM,<0.02,0.01
A3928,BLK,ND,0.005
A3929,DUP,1.5,
A3930,CRM,<0.02,0.01
A3931,BLK,ND,0.005
A3932,DUP,1.5,
A3933,CRM,<0.02,0.01
A3934,BLK,ND,0.005
A3935,DUP,1.5,
A3936,CRM,<0.02,0.01
A3937,BLK,ND,0.005
A3938,DUP,1.5,
A3939,CRM,<0.02,0.01
A3940,BLK,ND,0.005
A3941,DUP,1.5,
A3942,CRM,<0.02,0.01
A3943,BLK,ND,0.005
A3944,DUP,1.5,
A3945,CRM,<0.02,0.01
A3946,BLK,ND,0.005
A3947,DUP,1.5,
A3948,CRM,<0.02,0.01
A3949,BLK,ND,0.005
A3950,DUP,1.5,
A3951,CRM,<0.02,0.01
A3952,BLK,ND,0.005
A3953,DUP,1.5,
A3954,CRM,<0.02,0.01
A3955,BLK,ND,0.005
A3956,DUP,1.5,
A3957,CRM,<0.02,0.01
A3958,BLK,ND,0.005
A3959,DUP,1.5,
A3960,CRM,<0.02,0.01
A3961,BLK,ND,0.005
A3962,DUP,1.5,
A3963,CRM,<0.02,0.01
A3964,BLK,ND,0.005
A3965,DUP,1.5,
A3966,CRM,<0.02,0.01
A3967,BLK,ND,0.005
A3968,DUP,1.5,
A3969,CRM,<0.02,0.01
A3970,BLK,ND,0.005
A3971,DUP,1.5,
A3972,CRM,<0.02,0.01
A3973,BLK,ND,0.005
A3974,DUP,1.5,
A3975,CRM,<0.02,0.01
A3976,BLK,ND,0.005
A3977,DUP,1.5,
A3978,CRM,<0.02,0.01
A3979,BLK,ND,0.005
A3980,DUP,1.5,
A3981,CRM,<0.02,0.01
A3982,BLK,ND,0.005
A3983,DUP,1.5,
A3984,CRM,<0.02,0.01
A3985,BLK,ND,0.005
A3986,DUP,1.5,
A3987,CRM,<0.02,0.01
A3988,BLK,ND,0.005
A3989,DUP,1.5,
A3990,CRM,<0.02,0.01
A3991,BLK,ND,0.005
A3992,DUP,1.5,
A3993,CRM,<0.02,0.01
A3994,BLK,ND,0.005
A3995,DUP,1.5,
A3996,CRM,<0.02,0.01
A3997,BLK,ND,0.005
A3998,DUP,1.5,
A3999,CRM,<0.02,0.01
A4000,BLK,ND,0.005
A4001,DUP,1.5,
A4002,CRM,<0.02,0.01
A4003,BLK,ND,0.005
A4004,DUP,1.5,
A4005,CRM,<0.02,0.01
A4006,BLK,ND,0.005
A4007,DUP,1.5,
A4008,CRM,<0.02,0.01
A4009,BLK,ND,0.005
A4010,DUP,1.5,
A4011,CRM,<0.02,0.01
A4012,BLK,ND,0.005
A4013,DUP,1.5,
A4014,CRM,<0.02,0.01
A4015,BLK,ND,0.005
A4016,DUP,1.5,
A4017,CRM,<0.02,0.01
A4018,BLK,ND,0.005
A4019,DUP,1.5,
A4020,CRM,<0.02,0.01
A4021,BLK,ND,0.005
A4022,DUP,1.5,
A4023,CRM,<0.02,0.01
A4024,BLK,ND,0.005
A4025,DUP,1.5,
A4026,CRM,<0.02,0.01
A4027,BLK,ND,0.005
A4028,DUP,1.5,
A4029,CRM,<0.02,0.01
A4030,BLK,ND,0.005
A4031,DUP,1.5,
A4032,CRM,<0.02,0.01
A4033,BLK,ND,0.005
A4034,DUP,1.5,
A4035,CRM,<0.02,0.01
A4036,BLK,ND,0.005
A4037,DUP,1.5,
A4038,CRM,<0.02,0.01
A4039,BLK,ND,0.005
A4040,DUP,1.5,
A4041,CRM,<0.02,0.01
A4042,BLK,ND,0.005
A4043,DUP,1.5,
A4044,CRM,<0.02,0.01
A4045,BLK,ND,0.005
A4046,DUP,1.5,
A4047,CRM,<0.02,0.01
A4048,BLK,ND,0.005
A4049,DUP,1.5,
A4050,CRM,<0.02,0.01
A4051,BLK,ND,0.005
A4052,DUP,1.5,
A4053,CRM,<0.02,0.01
A4054,BLK,ND,0.005
A4055,DUP,1.5,
A4056,CRM,<0.02,0.01
A4057,BLK,ND,0.005
A4058,DUP,1.5,
A4059,CRM,<0.02,0.01
A4060,BLK,ND,0.005
A4061,DUP,1.5,
A4062,CRM,<0.02,0.01
A4063,BLK,ND,0.005
A4064,DUP,1.5,
A4065,CRM,<0.02,0.01
A4066,BLK,ND,0.005
A4067,DUP,1.5,
A4068,CRM,<0.02,0.01
A4069,BLK,ND,0.005
A4070,DUP,1.5,
A4071,CRM,<0.02,0.01
A4072,BLK,ND,0.005
A4073,DUP,1.5,
A4074,CRM,<0.02,0.01
A4075,BLK,ND,0.005
A4076,DUP,1.5,
A4077,CRM,<0.02,0.01
A4078,BLK,ND,0.005
A4079,DUP,1.5,
A4080,CRM,<0.02,0.01
A4081,BLK,ND,0.005
A4082,DUP,1.5,
A4083,CRM,<0.02,0.01
A4084,BLK,ND,0.005
A4085,DUP,1.5,
A4086,CRM,<0.02,0.01
A4087,BLK,ND,0.005
A4088,DUP,1.5,
A4089,CRM,<0.02,0.01
A4090,BLK,ND,0.005
A4091,DUP,1.5,
A4092,CRM,<0.02,0.01
A4093,BLK,ND,0.005
A4094,DUP,1.5,
A4095,CRM,<0.02,0.01
A4096,BLK,ND,0.005
A4097,DUP,1.5,
A4098,CRM,<0.02,0.01
A4099,BLK,ND,0.005
A4100,DUP,1.5,
A4101,CRM,<0.02,0.01
A4102,BLK,ND,0.005
A4103,DUP,1.5,
A4104,CRM,<0.02,0.01
A4105,BLK,ND,0.005
A4106,DUP,1.5,
A4107,CRM,<0.02,0.01
A4108,BLK,ND,0.005
A4109,DUP,1.5,
A4110,CRM,<0.02,0.01
A4111,BLK,ND,0.005
A4112,DUP,1.5,
A4113,CRM,<0.02,0.01
A4114,BLK,ND,0.005
A4115,DUP,1.5,
A4116,CRM,<0.02,0.01
A4117,BLK,ND,0.005
A4118,DUP,1.5,
A4119,CRM,<0.02,0.01
A4120,BLK,ND,0.005
A4121,DUP,1.5,
A4122,CRM,<0.02,0.01
A4123,BLK,ND,0.005
A4124,DUP,1.5,
A4125,CRM,<0.02,0.01
A4126,BLK,ND,0.005
A4127,DUP,1.5,
A4128,CRM,<0.02,0.01
A4129,BLK,ND,0.005
A4130,DUP,1.5,
A4131,CRM,<0.02,0.01
A4132,BLK,ND,0.005
A4133,DUP,1.5,
A4134,CRM,<0.02,0.01
A4135,BLK,ND,0.005
A4136,DUP,1.5,
A4137,CRM,<0.02,0.01
A4138,BLK,ND,0.005
A4139,DUP,1.5,
A4140,CRM,<0.02,0.01
A4141,BLK,ND,0.005
A4142,DUP,1.5,
A4143,CRM,<0.02,0.01
A4144,BLK,ND,0.005
A4145,DUP,1.5,
A4146,CRM,<0.02,0.01
A4147,BLK,ND,0.005
A4148,DUP,1.5,
A4149,CRM,<0.02,0.01
A4150,BLK,ND,0.005
A4151,DUP,1.5,
A4152,CRM,<0.02,0.01
A4153,BLK,ND,0.005
A4154,DUP,1.5,
A4155,CRM,<0.02,0.01
A4156,BLK,ND,0.005
A4157,DUP,1.5,
A4158,CRM,<0.02,0.01
A4159,BLK,ND,0.005
A4160,DUP,1.5,
A4161,CRM,<0.02,0.01
A4162,BLK,ND,0.005
A4163,DUP,1.5,
A4164,CRM,<0.02,0.01
A4165,BLK,ND,0.005
A4166,DUP,1.5,
A4167,CRM,<0.02,0.01
A4168,BLK,ND,0.005
A4169,DUP,1.5,
A4170,CRM,<0.02,0.01
A4171,BLK,ND,0.005
A4172,DUP,1.5,
A4173,CRM,<0.02,0.01
A4174,BLK,ND,0.005
A4175,DUP,1.5,
A4176,CRM,<0.02,0.01
A4177,BLK,ND,0.005
A4178,DUP,1.5,
A4179,CRM,<0.02,0.01
A4180,BLK,ND,0.005
A4181,DUP,1.5,
A4182,CRM,<0.02,0.01
A4183,BLK,ND,0.005
A4184,DUP,1.5,
A4185,CRM,<0.02,0.01
A4186,BLK,ND,0.005
A4187,DUP,1.5,
A4188,CRM,<0.02,0.01
A4189,BLK,ND,0.005
A4190,DUP,1.5,
A4191,CRM,<0.02,0.01
A4192,BLK,ND,0.005
A4193,DUP,1.5,
A4194,CRM,<0.02,0.01
A4195,BLK,ND,0.005
A4196,DUP,1.5,
A4197,CRM,<0.02,0.01
A4198,BLK,ND,0.005
A4199,DUP,1.5,
A4200,CRM,<0.02,0.01
A4201,BLK,ND,0.005
A4202,DUP,1.5,
A4203,CRM,<0.02,0.01
A4204,BLK,ND,0.005
A4205,DUP,1.5,
A4206,CRM,<0.02,0.01
A4207,BLK,ND,0.005
A4208,DUP,1.5,
A4209,CRM,<0.02,0.01
A4210,BLK,ND,0.005
A4211,DUP,1.5,
A4212,CRM,<0.02,0.01
A4213,BLK,ND,0.005
A4214,DUP,1.5,
A4215,CRM,<0.02,0.01
A4216,BLK,ND,0.005
A4217,DUP,1.5,
A4218,CRM,<0.02,0.01
A4219,BLK,ND,0.005
A4220,DUP,1.5,
A4221,CRM,<0.02,0.01
A4222,BLK,ND,0.005
A4223,DUP,1.5,
A4224,CRM,<0.02,0.01
A4225,BLK,ND,0.005
A4226,DUP,1.5,
A4227,CRM,<0.02,0.01
A4228,BLK,ND,0.005
A4229,DUP,1.5,
A4230,CRM,<0.02,0.01
A4231,BLK,ND,0.005
A4232,DUP,1.5,
A4233,CRM,<0.02,0.01
A4234,BLK,ND,0.005
A4235,DUP,1.5,
A4236,CRM,<0.02,0.01
A4237,BLK,ND,0.005
A4238,DUP,1.5,
A4239,CRM,<0.02,0.01
A4240,BLK,ND,0.005
A4241,DUP,1.5,
A4242,CRM,<0.02,0.01
A4243,BLK,ND,0.005
A4244,DUP,1.5,
A4245,CRM,<0.02,0.01
A4246,BLK,ND,0.005
A4247,DUP,1.5,
A4248,CRM,<0.02,0.01
A4249,BLK,ND,0.005
A4250,DUP,1.5,
A4251,CRM,<0.02,0.01
A4252,BLK,ND,0.005
A4253,DUP,1.5,
A4254,CRM,<0.02,0.01
A4255,BLK,ND,0.005
A4256,DUP,1.5,
A4257,CRM,<0.02,0.01
A4258,BLK,ND,0.005
A4259,DUP,1.5,
A4260,CRM,<0.02,0.01
A4261,BLK,ND,0.005
A4262,DUP,1.5,
A4263,CRM,<0.02,0.01
A4264,BLK,ND,0.005
A4265,DUP,1.5,
A4266,CRM,<0.02,0.01
A4267,BLK,ND,0.005
A4268,DUP,1.5,
A4269,CRM,<0.02,0.01
A4270,BLK,ND,0.005
A4271,DUP,1.5,
A4272,CRM,<0.02,0.01
A4273,BLK,ND,0.005
A4274,DUP,1.5,
A4275,CRM,<0.02,0.01
A4276,BLK,ND,0.005
A4277,DUP,1.5,
A4278,CRM,<0.02,0.01
A4279,BLK,ND,0.005
A4280,DUP,1.5,
A4281,CRM,<0.02,0.01
A4282,BLK,ND,0.005
A4283,DUP,1.5,
A4284,CRM,<0.02,0.01
A4285,BLK,ND,0.005
A4286,DUP,1.5,
A4287,CRM,<0.02,0.01
A4288,BLK,ND,0.005
A4289,DUP,1.5,
A4290,CRM,<0.02,0.01
A4291,BLK,ND,0.005
A4292,DUP,1.5,
A4293,CRM,<0.02,0.01
A4294,BLK,ND,0.005
A4295,DUP,1.5,
A4296,CRM,<0.02,0.01
A4297,BLK,ND,0.005
A4298,DUP,1.5,
A4299,CRM,<0.02,0.01
A4300,BLK,ND,0.005
A4301,DUP,1.5,
A4302,CRM,<0.02,0.01
A4303,BLK,ND,0.005
A4304,DUP,1.5,
A4305,CRM,<0.02,0.01
A4306,BLK,ND,0.005
A4307,DUP,1.5,
A4308,CRM,<0.02,0.01
A4309,BLK,ND,0.005
A4310,DUP,1.5,
A4311,CRM,<0.02,0.01
A4312,BLK,ND,0.005
A4313,DUP,1.5,
A4314,CRM,<0.02,0.01
A4315,BLK,ND,0.005
A4316,DUP,1.5,
A4317,CRM,<0.02,0.01
A4318,BLK,ND,0.005
A4319,DUP,1.5,
A4320,CRM,<0.02,0.01
A4321,BLK,ND,0.005
A4322,DUP,1.5,
A4323,CRM,<0.02,0.01
A4324,BLK,ND,0.005
A4325,DUP,1.5,
A4326,CRM,<0.02,0.01
A4327,BLK,ND,0.005
A4328,DUP,1.5,
A4329,CRM,<0.02,0.01
A4330,BLK,ND,0.005
A4331,DUP,1.5,
A4332,CRM,<0.02,0.01
A4333,BLK,ND,0.005
A4334,DUP,1.5,
A4335,CRM,<0.02,0.01
A4336,BLK,ND,0.005
A4337,DUP,1.5,
A4338,CRM,<0.02,0.01
A4339,BLK,ND,0.005
A4340,DUP,1.5,
A4341,CRM,<0.02,0.01
A4342,BLK,ND,0.005
A4343,DUP,1.5,
A4344,CRM,<0.02,0.01
A4345,BLK,ND,0.005
A4346,DUP,1.5,
A4347,CRM,<0.02,0.01
A4348,BLK,ND,0.005
A4349,DUP,1.5,
A4350,CRM,<0.02,0.01
A4351,BLK,ND,0.005
A4352,DUP,1.5,
A4353,CRM,<0.02,0.01
A4354,BLK,ND,0.005
A4355,DUP,1.5,
A4356,CRM,<0.02,0.01
A4357,BLK,ND,0.005
A4358,DUP,1.5,
A4359,CRM,<0.02,0.01
A4360,BLK,ND,0.005
A4361,DUP,1.5,
A4362,CRM,<0.02,0.01
A4363,BLK,ND,0.005
A4364,DUP,1.5,
A4365,CRM,<0.02,0.01
A4366,BLK,ND,0.005
A4367,DUP,1.5,
A4368,CRM,<0.02,0.01
A4369,BLK,ND,0.005
A4370,DUP,1.5,
A4371,CRM,<0.02,0.01
A4372,BLK,ND,0.005
A4373,DUP,1.5,
A4374,CRM,<0.02,0.01
A4375,BLK,ND,0.005
A4376,DUP,1.5,
A4377,CRM,<0.02,0.01
A4378,BLK,ND,0.005
A4379,DUP,1.5,
A4380,CRM,<0.02,0.01
A4381,BLK,ND,0.005
A4382,DUP,1.5,
A4383,CRM,<0.02,0.01
A4384,BLK,ND,0.005
A4385,DUP,1.5,
A4386,CRM,<0.02,0.01
A4387,BLK,ND,0.005
A4388,DUP,1.5,
